ORF,Ca,Cd,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,S,Zn
YDR354W,0.198164529,-0.01121997,-0.065631146,0.060748535,-0.361850568,0.261643466,0.293971405,0.226433143,0.334648311,0.860788074,-0.549682143,0.86376778,0.193562459,0.469227387
YDR357C,-0.735129476,1.460199834,-0.030013223,-0.199965652,-0.2328583,1.1737156,-0.504632333,0.388140046,-0.631772501,0.02200573,-0.826062347,-0.271379602,-0.492678502,-0.24166536
YDR358W,-0.642505694,0.578876533,0.275747715,0.202463931,-1.009494303,0.343298041,-0.313739058,0.229052765,-0.636706073,-0.287474062,0.082020826,-0.142611878,-0.549569867,-1.046003949
YDR359C,-0.315392253,0.799613511,0.425266739,-0.040513305,-0.394774693,0.238348363,0.335799714,-0.002206893,-0.379576009,0.074505851,0.270736923,0.638441945,0.271621692,-0.608630929
YDR360W,-8.52E-16,-0.051757662,-0.081065752,-0.247460143,0.355739948,-0.341046674,1.054257255,-0.882108263,-0.296519734,-0.252814459,-0.061086217,0.506554764,0.355398068,0.183640375
YDR363W,0.253171966,-0.309022529,-0.085755338,-0.163460347,-0.114490284,-0.516654476,-0.157097772,-0.549430078,-0.458002429,0.406266583,-0.252773013,0.068992316,-0.22612865,0.148411449
YDR363W-A,-0.024367892,0.147572955,0.317758391,-0.179570237,0.116855001,0.086762112,1.27793948,-0.152450386,-0.351127486,-1.102199815,0.182737662,1.051940198,0.338526579,0.345409007
YDR364C,2.788464744,-5.406323939,-5.057096269,-0.689066396,-0.797683611,-2.929822763,-2.243866033,-0.475867397,0.429822609,-5.619422641,-1.887640016,-2.59532926,-1.204394138,0.825944923
YDR368W,-0.625342348,0.26849243,0.274133975,-0.322927859,-0.959277032,0.380026675,-0.229761517,0.050854802,-0.188395655,-0.204736248,0.212717546,0.115728843,-0.066237641,-0.627251967
YDR369C,-0.310724534,-0.50750121,-0.192048474,0.733338985,0.942979426,-0.033679027,-0.160760388,-0.00634154,0.644279952,0.16416084,-0.371923932,-0.313294657,0.149842503,0.398084699
YDR370C,-0.422401736,-0.111639509,-0.349740743,-0.393681686,0.610925261,0.201074142,-0.151633153,-0.029632913,0.121963802,0.1964431,-0.289739736,-0.079412673,-0.45517971,-0.660686345
YDR371W,0.104974988,0.649212194,0.134085259,0.031950109,0.245017972,-0.022536677,0.16751221,0.714020263,0.50775365,-0.28140329,0.235612247,0.519068753,0.199315394,-0.368543122
YDR372C,-1.075815758,0.848528455,0.056783911,0.514494173,-0.583357783,0.304166236,-0.768289478,0.861256482,0.528488947,0.096514648,-0.278514951,-0.056055683,0.588718668,0.676521719
YDR374C,-0.227319981,0.149639995,0.1584233,-0.27934598,-0.289747082,0.058185353,0.310925462,-0.080945385,-0.20284161,0.391670442,0.336162938,0.5826174,0.251840023,0.189623056
YDR375C,-0.173438256,0.610744855,0.795528512,0.047841637,-0.900620536,-3.906478379,0.133017019,-3.05570484,-2.235805425,-0.055642702,0.382041061,-0.508864032,0.116129552,0.337059842
YDR377W,0.246751861,0.016481558,0.525424696,-0.825412773,-1.887746806,-4.380147103,0.169894056,-3.159180536,-0.677777752,-0.26198072,0.114474705,-0.368263115,0.14317628,-0.152931342
YDR378C,-0.285821284,-0.696324328,-1.011932688,-1.578450733,-0.387163786,1.599436645,-0.016194686,-1.785455158,-0.531952963,-0.141272121,-0.886204121,0.366886744,-0.22094875,-0.668451251
YDR379C-A,-0.352133672,0.02630432,-0.140109933,0.707697254,0.495613768,-1.124826799,-0.166008873,0.43987627,0.04419829,1.334679873,-0.163964877,-0.013167141,-0.287855847,-1.040164679
YDR379W,0.675703317,-0.375578546,-0.659230369,-0.320055574,-0.019046119,0.155939775,-0.757734636,0.386932327,0.145818883,-0.165979825,-0.383147608,-0.400300979,-0.354777966,0.277215064
YDR380W,-0.321105364,0.182948194,0.057579882,1.741898966,-0.264078701,-0.429048561,-0.184084593,-0.524882292,-0.289956616,-0.020638334,0.430262504,-1.10249758,-1.372636822,0.256946052
YDR382W,0.918535092,-1.624620711,-1.745787969,1.726580085,-0.724194113,0.284069757,-1.859940127,-0.635302502,-1.44063418,-0.926152618,-0.954697505,-1.887426697,-0.755255289,2.562839559
YDR383C,-0.379211744,-0.154093073,-0.155454782,-0.103172609,0.255912276,-0.033784461,-0.281105158,-0.156521152,0.239891278,0.241833342,-0.060911261,-0.344430915,-1.126783895,-0.234354096
YDR384C,0.761184464,-0.012227717,0.048760372,1.051761414,0.102359443,0.000129133,0.386121284,0.023850177,-0.15184271,0.216724724,0.239730082,0.183183768,-0.438589754,2.059422896
YDR385W,2.910442824,0.167820302,-0.083750345,-0.635311375,0.421471936,-0.366947391,-0.46798509,-0.547899759,-0.443030325,0.182190235,-0.066826068,-0.886820956,-1.559483695,8.107693251
YDR386W,0.265295292,-0.150123193,-0.367719963,-0.201428855,-0.377183352,-0.257642145,-0.528087358,-0.039650195,1.89E-16,0.29453582,-0.382252452,-0.259836476,-1.21984474,0.656621195
YDR387C,-1.058628676,0.025573182,-0.225820782,-0.437962561,-0.558157467,0.045449079,-1.083892859,0.251170601,-0.413243871,-0.659231609,-0.182584322,-0.670748276,-1.904161422,-0.201624253
YDR388W,1.741677184,-0.510990441,-1.715939579,0.262150162,-0.578166095,-2.63960641,-0.57116612,0.403980492,0.342091993,1.837093971,-0.562722587,-0.683719321,-1.453094492,0.332612869
YDR389W,-1.508290138,-0.264889912,-2.01911658,-0.913646,-0.396823531,-0.492909351,-1.614043826,-0.512071467,-2.228029904,-2.109162919,-0.907569908,-2.106024848,-2.070702296,-1.295872008
YDR391C,-0.396369375,0.088178192,-0.01114646,-0.555391003,-0.425078194,0.05561268,-0.146437566,0.068083941,0.325542283,-0.880606532,0.118806049,0.005719488,-1.418063342,-0.030428142
YDR392W,0.513912781,2.758310673,1.203211131,1.16452921,1.487967317,-3.561084919,1.36948489,-0.549374971,1.786681731,2.322659852,2.528065031,0.920747594,0.939756575,0.019173227
YDR393W,-0.633561022,-0.068763137,0.05740275,0.185474676,0.288206565,-0.15968132,0.411139845,-0.202592376,-0.764973813,0.622082391,-0.136673381,0.235259073,0.717229997,-0.432382973
YDR395W,-0.475338558,0.673822995,0.820261943,-0.055122738,0.294616596,1.636382261,-0.365994238,1.061124896,0.277225658,0.862249162,0.824385648,0.564809503,1.932945815,-0.184031014
YDR399W,-0.267356476,-0.471856459,0.011070485,0.659968702,-0.009061055,0.775108775,0.679407012,0.453651011,0.54392365,-0.916321926,-0.031823709,0,1.10625705,-0.677355677
YDR400W,-0.426186908,-0.389345088,-0.117625052,-0.184012062,0.013368229,1.120274145,0.555539684,0.113911185,0.492137345,-0.192301292,-0.23011287,0.719137851,1.50623546,-0.093329868
YDR401W,-0.265014889,0.274044422,0.330153121,0.665560641,0.12348639,1.141446968,1.369618796,0.504302308,0.255149267,0.284001249,0.092226065,1.233500721,0.929421915,0.021512414
YDR402C,-0.099268073,-0.145121287,0.235825013,-0.191569095,0.013992405,1.065658485,1.327127752,0.464412926,0.061534151,0.004957523,-0.113724876,0.955413487,1.372624245,-0.539118746
YDR403W,-0.359222383,-0.026438985,0.131930446,-0.178145057,-0.856708692,0.964350653,0.451268341,0.517388937,0.163541086,-0.355057492,-0.146382051,0.991270361,0.835493761,-1.316146383
YDR405W,-0.35435186,0.304082577,1.260713979,-0.534118474,0.013295485,-4.317372684,1.386120378,-2.381280835,-0.602839627,0.96953518,0.133009583,0.458504192,1.387747246,0.586327173
YDR406W,-0.409475004,-0.422401028,-0.271632385,-0.31844251,-0.187146133,-0.069257616,-0.520845543,-0.253133183,-0.08284834,-0.209622738,-0.162953657,-0.120441367,-0.963376366,-0.663507689
YDR409W,0.018013616,0.294524854,-0.216618341,0.180026396,-0.162902775,-0.152496759,-0.577247842,0.231333629,0.275146296,-0.098155269,-0.176278282,-0.474231186,-1.098967029,-0.374691335
YDR410C,-0.126143467,0.863094469,0.372514255,0.058154218,-0.051809279,0.27350951,-0.222351361,0.484003883,1.094731398,-0.140926891,0.437911125,-0.724631107,0.437420362,0.659927993
YDR411C,-0.01963635,0.182521815,0.242312083,-0.03848278,0.29308887,-0.108276778,-0.073716248,-0.699914024,-0.451518293,0.696222927,0.06715906,-0.00849596,-0.42407318,0.710324619
YDR414C,-1.236109869,-0.514295905,-1.485208063,0.605964139,0.332406524,-0.480855762,-1.669306412,-2.499363034,-0.419928539,2.164198625,-0.683049635,-0.848425334,-1.050367865,1.76769334
YDR415C,-0.725664158,-0.573689439,-0.617860651,-0.64104321,-0.569447686,-0.148118011,-0.862930956,-0.654785245,0.033904315,-0.045226046,-0.439562996,-0.553051018,-1.452217606,0.190106779
YDR417C,-0.410573811,-1.116007386,-2.332072447,-0.229794832,0.121920455,1.065599035,0.384456546,-0.0099245,-0.545141921,-0.183330534,-0.628846021,-1.036185253,-0.419244655,-0.60402787
YDR418W,-1.384472904,-1.121063096,-0.876779196,-0.552236376,-0.346485064,-1.760139798,0.76550946,-2.680543872,-0.917191066,-0.689071382,0.236492582,-0.895187015,-0.666168776,0.797469229
YDR419W,-0.235633562,1.177925524,0.499706838,0.221389513,-0.371582727,-0.146815169,-0.271415703,0.193413747,-0.029210962,-0.517953358,0.201151816,-0.062156253,-1.415577707,-0.022248772
YDR420W,-0.298386492,-0.033783608,0.006142363,-0.059611953,-0.15721377,-0.185942777,-0.028361893,-0.329384418,0.222471584,-0.313463174,0.016794038,-0.187682952,-1.587559718,-0.291847362
YDR421W,1.481315503,2.331485083,0.896799283,0.260628636,0.202730062,-0.43656258,1.945744889,1.305632946,0.534909868,-1.3076797,1.102253908,1.498507142,1.525186229,-0.774501616
YDR422C,-0.187271054,0.20908982,0.370719416,0.078090378,0.263699907,0.543869043,0.655984539,-0.305674103,-0.214471884,1.103550236,0.412279869,1.021840284,0.260817801,-0.205781499
YDR423C,-0.001679574,-0.164716858,0.253835146,-0.238605746,0.121579394,0.052730787,0.542552348,0.00666711,-0.195467359,1.200945125,0.057854704,0.607618709,0.804103748,-0.015166697
YDR424C,-0.201537683,-0.2700565,-0.402091333,0.573873877,-0.409179935,0.504949996,0.083789317,0.40759281,-0.377697214,0.112597483,-0.127993978,0.136186995,-0.269644823,0.032505823
YDR425W,0.843979182,0.103523655,0.167445775,0.531394735,0.395982336,0.408107856,1.139854284,1.157530954,0.473968974,-0.16818547,0.09481462,0.526570995,1.355666077,0.442411738
YDR426C,0.442492869,0.246889855,0.209938424,0.274574902,0.041344702,0.369657383,1.03789021,1.427160842,0.249690585,-0.216665536,-0.012343113,0.888090736,1.271270896,-0.027622173
YDR428C,0.10232248,-0.740805219,-0.00484667,-0.643699168,-0.184154577,0.557927448,0.83866454,0.532613306,0.269485665,-0.439949876,-0.168260783,0.792645121,0.206754034,-0.820831398
YDR430C,-0.240942096,-0.153539682,0.133794748,-0.630605392,-0.343827746,0.8337335,0.726898498,-0.272255284,-0.483435248,0.600545027,0.052317103,1.289593788,0.429480877,-0.590252376
YDR431W,-0.033638227,-0.539342356,-0.03039536,-0.448674363,-0.385545255,1.353557443,0.851293621,-0.622592823,-0.005436936,0.482940896,-0.236501919,0.847027907,0.859297076,-0.896094603
YDR432W,4.591904885,-0.036495309,-0.124995824,3.384498219,0.855018648,-1.007608779,-0.265261342,3.885637853,0.965797238,-3.018767155,-0.322366608,-1.652502725,0.482824952,2.777878443
YDR433W,2.494704551,-1.306088569,-2.252647041,2.567155718,0.604072833,0.191750648,-2.450378106,2.13587351,0.84864883,-4.257822725,-1.429619603,-2.914401718,-0.012785546,2.902394506
YDR435C,0.152765113,-0.113344317,-0.034783245,-0.049712757,-0.445059939,-0.129800966,-0.42518161,-1.098779696,-0.774733404,-2.563575141,0.085443413,-0.392056969,-0.968012718,-0.099681521
YDR436W,0.471029098,0.079426723,0.576197089,1.610537766,-0.059481834,0.207253163,-0.121886532,0.208504459,-0.234249331,0.279641831,0.715601755,0.405571067,-0.880312709,0.977451302
YDR438W,0,-0.126854573,0.256940277,0.063102905,0.238685345,-1.218578443,-0.1358838,-0.71550544,0.213464712,0.098840105,0.422676549,-0.109589471,-0.316132031,0.139051366
YDR439W,0.016857298,-0.377919877,-0.074760387,-0.185622442,-0.29377156,0.120501782,0.059714407,-0.019129504,-1.509925576,0.374849609,-0.121777709,-0.032823471,0.019876985,-0.282568029
YDR440W,0.169884931,-0.194991835,0.001273824,-0.347153618,-0.014260408,0.291558182,0.154852015,0,-1.622161271,0.295181431,-0.209272668,-0.17408052,0.053133441,-0.303826309
YDR441C,0.183484085,0.003503685,0.093356453,0.023288009,-0.066926267,0.353605121,0.313237892,-0.18141088,-1.339396064,0.29757188,-0.084426939,-0.003919839,0.204621459,-0.003275895
YDR442W,0.504394711,-2.140543999,-2.37812779,0.447462296,0.649144792,0.072885081,-1.688733209,-0.160796958,0.113331663,-0.009103119,-0.915549571,-1.205927849,0.210436887,-0.176147333
YDR443C,-0.192043852,-1.392721875,-2.050881329,1.507329529,-0.027692448,1.194035456,-0.894177351,0.283223027,-0.753611254,-0.575064081,-0.657650614,-0.874773885,-0.084969525,0.011422211
YDR444W,3.379695827,1.12256438,0.116541266,0.824222208,0.679348665,-0.029587107,-0.267696454,0.770293997,0.271167307,-0.923869144,0.204591254,0.13828075,0.395084089,0.539891685
YDR445C,0.996174672,1.035491678,0.280350544,0.084925153,0.175547839,0.187344377,-0.036937578,0.352184035,-0.510215475,-1.229031301,0.064844411,-0.383968169,-0.142751209,-0.071120568
YDR446W,-0.278894851,-0.16486491,0.290026163,-0.019015209,-0.881746227,-0.23983722,0.134338807,-0.405184837,-1.080559325,0.086828722,0.031246793,0.204385335,0.636066325,0.100565344
YDR447C,-0.062438313,-0.025355072,0.314008935,-0.085978482,0.023901625,-0.09183175,0.400453867,-0.519899177,1.197024182,-0.70064261,0.038175608,0.277614257,0.735267947,0.4261492
YDR448W,0.654947821,0.134019978,0.392182566,-0.511645719,-0.302764394,-0.279408961,-0.761458211,-1.608046851,0.437693388,0.67387592,-0.707035431,-0.922986749,-0.815311233,0.278058042
YDR450W,0.405965143,-0.556778712,-0.290007766,0.357660399,0.308689602,1.350621802,-2.16E-05,0.966217135,0.655240468,-0.084155761,-1.078881875,-0.388302825,-0.004245001,0.145588271
YDR451C,1.434626895,1.534033432,0.375029112,0.135305639,-0.148337379,-0.338518436,0.019764454,1.55486742,0.470416512,-0.783072653,0.382675538,0.453556332,0.407358815,-0.119225738
YDR452W,-0.064988719,-0.037072024,-0.161087159,0.116342347,-0.34100434,0.463127962,0.174397005,0.461194888,-1.525241357,0.151815751,-0.061884959,0.187406798,-0.664196402,-0.379027081
YDR453C,0.048323006,0.861714636,0.355053421,1.171848639,0.118239669,-0.140119603,0.57929163,1.1653404,1.022217687,-0.011961693,0.608285284,0.869136793,0.495634601,0.493859358
YDR455C,1.679245142,1.674159017,-0.675884814,0.255338534,-0.179472978,-1.139710714,-1.663117139,-2.583845699,1.58367969,-0.617898794,-0.233466643,-1.913733334,-0.560906294,0.078004052
YDR456W,1.438144421,2.109002737,-0.47029844,0.564019151,0.559955343,-0.971155695,-1.608096109,-2.837358482,1.976339845,-0.892563789,-0.546051858,-1.883633812,-0.28324271,-0.080708805
YDR457W,0.80568062,2.729883629,0.809985095,0.815288254,0.262352014,0.786346467,0.838388857,2.08853598,1.403511098,-2.045190287,1.714566725,1.769970888,0.698918782,0.39427471
YDR458C,-0.790813917,-0.12625956,-0.086600057,0.037114216,0.050467366,0.238568465,-0.23924741,0.219955051,-0.838278105,0.273954244,-0.01027412,0.129834763,-0.020851565,0.042920473
YDR459C,-0.555370538,-0.041532531,-0.065189122,-0.433693715,0.115043972,-0.126013691,0.154171246,-0.473785124,-0.815780393,0.222994931,0.029377491,0.146039284,-0.289865655,-0.222240452
YDR461W,-0.348695636,-0.682561171,0.025993843,0.112723156,-0.650922687,-0.302705914,0.085903245,0.739477325,-0.19959053,0.497612978,0.126956464,0.134154883,-0.029973963,0.32102813
YDR462W,-0.811962149,-0.44722522,0.822564882,0.251618617,0.883853599,-0.013432015,0.247126746,1.076634623,-0.035724785,0.754386257,0.522852155,0.688243332,0.586621332,0.46475439
YDR463W,-0.232777668,0.708303326,0.60541528,-0.805156931,-0.292031128,-0.751177728,0.271839897,-1.140754981,0.473107064,0.412877189,0.176670299,1.023725861,-0.722670477,-0.117653319
YDR465C,-0.8393466,0.118862652,0.526898543,-0.454311846,-0.11752464,0.516947316,0.118948891,0.301660143,-0.760187505,-0.104708943,0.133327822,0.305477021,0,-0.053403368
YDR466W,-0.162496936,-1.004507115,-0.711255789,-1.344303439,-0.165608668,-0.396303195,-1.106360545,0.10692002,-0.621356579,-0.435817857,-0.814670684,-0.953616844,-0.565970017,-0.715781065
YDR467C,0.236184307,-0.356156436,-0.277422714,0.292502305,0.490760315,-0.134554139,-0.395599512,1.213814149,0.742533012,0.192416082,-0.460661918,0.366190436,0.341776347,0.065356252
YDR469W,-0.136733507,-0.621063982,-1.201105059,0.473024197,-0.028868685,-0.32632116,-0.664244066,-0.044629325,1.564433919,0.466849361,-0.539788945,-1.320538735,0.050199144,0.14598596
YDR470C,-0.255644907,0.816105654,1.379549309,1.160090522,0.659527354,-0.81983085,-0.369627755,-1.491376606,-5.271988786,-1.348781175,1.003228438,-1.230171085,0.30177185,1.014098677
YDR471W,-0.140729565,-0.861837837,-0.328258228,-0.410269595,0.284141924,-0.484774635,-0.606980106,-0.619431098,0.726978376,-0.919332859,-0.580853927,-1.131543355,0.168488625,-0.345701845
YDR474C,0.693494131,-0.121420927,0.232199865,0.011667493,-0.757909758,0.847511313,0.547055545,0.20621294,-0.31470907,0.0102017,-0.125553534,0.139118497,0.064524712,0.895427602
YDR475C,-0.099203668,-0.079837669,-0.015994955,-0.12078285,-0.391028531,0.768689068,-0.032716391,0.384998669,-0.328221372,-0.125963911,-0.151935996,-0.046972011,0.015978127,0.313556903
YDR476C,0.090997739,-0.507403549,-0.575212099,0.361073881,-1.064365219,0.186656289,-0.187891353,0.871611952,0.04559791,0.090627052,0.052672633,0.021169256,-0.252749909,-0.219659089
YDR477W,0.370026009,0.917563659,0.183815754,-1.045092861,0.130395193,-2.860970096,1.713351804,-3.620676166,-0.024153454,-1.24579689,1.117805019,0.369716925,0.205963191,-0.579562319
YDR479C,0.059729741,0.905739114,0.656187934,0.48350596,1.26925646,-0.080293925,0.439398509,-0.46352489,-4.372892221,-0.228629471,0.6324549,0.387078296,0.702947825,0.258842066
YDR480W,-0.460777984,0.077829679,0.475906604,1.189177002,0.182723605,-0.059978561,0.651060727,-0.853478734,-2.346371552,-0.083826196,0.390272337,0.012633301,0.440596331,-0.077306999
YDR481C,0.22011962,0.296699431,-0.166410273,-0.123542376,0.622991566,-0.825280123,0.49796749,-0.357894955,-0.612441614,-0.923346977,0.226973057,0.69469773,0.227082147,-1.073577496
YDR482C,-0.520188464,0.551838567,0.66953096,-0.654268394,0.098361149,0.409067791,0.540678624,0.118602922,0.565937786,0.092033311,0.176160522,0.591743459,-0.177049144,0.429341338
YDR483W,0.2185127,0.665680314,0.1910663,0.150072007,-0.42266297,-0.114875922,0.600757309,0.728076852,0.109460725,0.745313753,2.72E-17,0.70505195,0.486484238,0.314259086
YDR484W,1.478484735,-0.681154436,-4.356326902,-0.437000264,0.035548714,-1.80023453,-2.723690135,0.373609944,1.369519762,0.18270193,-1.580106914,-2.028278647,-0.863571675,-0.098886799
YDR485C,0.645535829,0.68154555,-0.070175234,-0.486965191,0.144607919,0.529632882,1.724640781,-0.487981365,-0.983639748,0.221697119,-0.36263522,1.158823459,0.291368738,1.027945733
YDR486C,0.257241721,3.131026237,0.183214674,-0.343107239,-0.261421231,-0.00176222,-0.571147896,2.867529743,0.960926722,1.037153427,0.200855242,-1.170714522,-1.043493493,-0.856804376
YDR488C,-0.044340608,-0.40114313,-0.222663471,0.271071183,0.472437586,0.137455001,0.465105876,0.499783311,0.345083524,0.09107458,-0.525453545,0.377842805,-0.139159215,1.04814545
YDR490C,-0.337494443,0.123737611,0.756180408,-0.586213878,-0.246028886,0.655475158,0.368164739,0.210565415,0.063094462,0.391578946,0.161649493,0.825929029,-0.089829932,0.796849341
