Cluster,ORF,Gene,Ag_10uM_Fold Change,Ag_10uM_P-value,Ag_20uM_Fold Change,Ag_20uM_P-value,As_400uM_Fold Change,As_400uM_P-value,As_1250uM_Fold Change,As_1250uM_P-value,Cd_5uM_Fold Change,Cd_5uM_P-value,Cd_25uM_Fold Change,Cd_25uM_P-value,Cr_400uM_Fold Change,Cr_400uM_P-value,Cr_1700uM_Fold Change,Cr_1700uM_P-value,Cu_5000uM_Fold Change,Cu_5000uM_P-value,Cu_9000uM_Fold Change,Cu_9000uM_P-value,Hg_19uM_Fold Change,Hg_19uM_P-value,Hg_47uM_Fold Change,Hg_47uM_P-value,Zn_1000uM_Fold Change,Zn_1000uM_P-value,Zn_2000uM_Fold Change,Zn_2000uM_P-value
IV,YBR092C,PHO3,1.07418,0.13509,1.06787,0.18938,-1.02783,0.33687,-7.37854,0,1.35124,3.57056E-22,1.03176,0.27288,-1.37376,1.89755E-14,-2.06094,0,-1.17775,0.04284,-2.27885,5.65509E-37,1.7107,0,1.20955,3.69176E-09,1.28308,9.5435E-27,1.18184,0.00012
IV,YOR272W,YTM1,1.42075,7.19731E-21,1.60584,0,1.01602,0.69494,-1.63622,2.42109E-31,1.52923,2.10859E-37,1.51684,3.46961E-42,-1.0052,0.90175,-1.12226,0.00413,-1.33016,3.22313E-11,-2.03781,2.08097E-24,1.55627,1.03625E-34,1.11453,0.00002,1.38252,2.7669E-22,1.49004,0
IV,YKL082C,RRP14,1.73189,0,1.8651,0,1.34123,3.8663E-29,-1.20392,2.76287E-10,1.49113,0,1.42192,1.2641E-30,1.53102,3.80279E-30,1.16041,0.00053,-1.36703,4.40283E-15,-2.26843,1.95476E-32,1.34948,2.36429E-26,-1.03615,0.3304,1.35277,2.24819E-20,1.57932,0
IV,YCL064C,CHA1,1.00478,0.8754,1.04994,0.28383,1.22331,7.17198E-07,-1.76329,1.80241E-36,1.34122,2.54953E-22,1.18053,8.33945E-11,1.23175,1.18489E-13,1.25401,7.7479E-14,-1.72722,0,-4.93885,0,1.47159,0,1.48083,0,-1.03237,0.29264,1.01461,0.28562
IV,YIL096C,YIL096C,1.21266,0.00032,1.44335,1.50458E-13,-1.18711,0.00005,-2.3543,0,1.0899,0.23964,1.09255,0.19699,-1.3214,9.99713E-10,-1.24735,0.00017,-1.97606,3.76653E-19,-2.55587,1.02131E-18,1.09975,0.03845,-1.19059,0.00451,1.17697,0.00026,1.21955,0.00774
IV,YLR372W,ELO3,1.28906,9.85205E-21,1.34466,0,-1.04555,0.04715,-2.34614,0,1.32507,2.52234E-44,1.28373,7.52737E-37,1.10531,0.00027,1.00275,0.82659,-1.27953,2.03094E-19,-1.73424,0,1.38312,4.88058E-41,1.09114,0.00167,1.20844,1.56365E-15,1.17734,4.78623E-07
IV,YIL003W,CFD1,1.09633,0.00358,1.23483,0.00003,1.49786,2.54245E-29,2.62737,0,-1.02339,0.46058,1.00439,0.90534,1.08642,0.01526,1.06685,0.0132,-1.06482,0.00372,-1.13014,8.73334E-07,1.13903,0.00014,1.11427,2.06793E-07,1.13744,2.7656E-10,1.17067,0.00002
IV,YOR385W,YOR385W,2.96649,0,2.67178,2.87762E-24,-1.02866,0.81661,-1.41833,2.20307E-17,1.00961,0.93295,1.70303,1.36919E-23,-1.26123,1.21425E-13,1.08335,0.06426,-1.51374,0.00017,1.47704,2.37317E-21,-1.32115,1.86762E-12,1.60106,0,1.42756,8.40332E-11,1.56848,0
IV,YHR163W,SOL3,1.3752,1.25287E-26,1.33254,3.30024E-22,-1.16605,1.28859E-22,-2.46084,0,1.2543,4.65715E-11,1.73671,0,1.08427,0.00417,-1.01061,0.5496,-1.30774,1.26245E-17,-1.50711,0,1.37825,5.41658E-41,1.28086,5.93394E-20,1.62165,0,1.74095,0
IV,YOR145C,PNO1,1.52941,1.6138E-18,1.78143,3.92364E-44,1.30053,0.00042,1.22707,0.00029,1.56756,2.00241E-18,1.76707,7.503E-24,1.3906,0,1.05225,0.25159,-1.2617,8.8594E-13,-2.38214,4.58408E-19,1.71755,0,1.02128,0.60481,1.40927,2.00108E-20,1.53265,4.40013E-23
IV,YMR128W,ECM16,1.37615,1.0109E-08,1.36447,0.00002,1.1525,0.0577,-2.04419,0,1.26908,0.00003,1.15795,0.00064,1.00965,0.82273,-1.03917,0.54503,-1.62712,1.23859E-19,-2.30579,3.94094E-38,1.34388,1.16978E-08,1.03034,0.62963,1.38754,5.33046E-09,1.38678,1.90414E-10
IV,YIR033W,MGA2,1.09734,0.02185,1.20301,1.86691E-10,-1.27445,1.19342E-11,-2.12327,0,1.25827,9.65775E-22,1.16145,0.00442,1.19684,3.97869E-09,1.19201,0.00005,1.01507,0.647,1.13522,0.01205,1.14505,5.99956E-08,1.19135,8.19358E-22,1.48903,2.28057E-14,1.75152,0
IV,YBL054W,YBL054W,2.5823,0,3.22331,0,1.96424,0,1.33063,4.87576E-15,2.24073,0,2.50045,0,2.13122,0,1.57067,4.13537E-41,-1.02338,0.73029,-1.66356,0.00017,1.9679,0,1.52983,3.64901E-35,1.85702,1.27886E-25,2.99331,0
IV,YMR202W,ERG2,1.25807,7.45134E-19,1.22467,2.81758E-23,-1,0.99998,-1.43055,0,1.0691,0.00007,1.14075,3.51568E-09,1.55137,0,1.59743,0,-1.09297,0.00487,-1.18452,7.51263E-15,1.17371,2.84438E-07,2.10929,0,1.27526,2.72859E-17,1.32476,3.26134E-24
IV,YMR006C,PLB2,1.05256,0.06604,1.04647,0.12816,-1.33437,3.45229E-23,-2.68246,0,1.06122,0.0217,-1.20236,1.15385E-08,-1.39806,6.22717E-27,-1.60001,4.20624E-34,1.01796,0.53637,-1.25881,5.42325E-15,1.14742,3.54387E-06,-1.05158,0.07506,1.33845,1.55232E-18,1.50179,0
IV,YDL038C,YDL038C,2.26038,0,2.30227,0,3.00018,0,1.27845,8.09777E-06,2.24528,0,2.56182,0,2.69679,0,2.0345,0,-1.5409,2.36009E-18,-2.64654,1.14794E-14,2.10483,0,1.12746,0.00003,2.28422,0,2.2606,0
V,YPR124W,CTR1,-3.0325,0,-3.18795,7.46667E-29,-5.56812,0,-12.03633,0,-1.31259,7.2354E-11,-2.63241,0,1.4632,3.61476E-38,1.32589,5.7501E-11,-29.58129,0,-24.22768,0,-4.08717,0,-8.55828,0,-2.65452,0,-3.20363,0
V,YDR380W,ARO10,-2.11994,0,-2.79326,0,-2.78391,0,-12.20212,0,-2.45168,0,-3.58257,0,-2.42096,5.53933E-41,-2.59965,0,-6.65766,0,-15.42771,0,-6.59274,0,-14.65719,0,-1.88641,3.92078E-33,-2.49321,0
V,YGL255W,ZRT1,-1.64068,1.97503E-40,-1.53414,1.48126E-28,-4.43427,0,-9.10089,0,-3.17084,0,-9.36577,0,-1.65649,0,-3.43055,0,-4.02065,0,-8.59006,0,-3.06534,0,-5.83095,0,-16.38667,0,-17.2331,0
V,YGR271C-A,YGR271C-A,1.00148,0.97464,1.13213,0.0016,-1.53774,0,-2.45748,0,-1.09234,0.0916,-1.05072,0.28069,-1.33446,6.78756E-10,-1.73193,0,-1.89354,2.28011E-33,-3.3859,0,1.05981,0.09579,-1.73343,0,-1.22577,9.45556E-27,-1.18688,0.00236
V,YKR035W-A,DID2,-1.68297,0,-1.68575,0,-1.6003,0,-1.48066,0,-1.61258,0,-1.61849,0,-1.43247,5.40845E-38,-1.64408,0,-1.37523,1.53261E-27,-1.38984,6.43699E-22,-1.77174,0,-1.92807,0,-1.98381,0,-2.01611,0
V,YBL107W-A,YBL107W-A,-1.58699,7.2307E-41,-1.60651,5.93494E-18,-1.14358,0.06141,-1.02763,0.69016,-1.81952,5.46309E-17,-1.6776,7.21378E-21,-1.50558,4.56364E-08,-1.46929,1.38239E-06,-2.59835,0,-2.22742,0,-1.94294,0,-1.66011,4.55656E-14,-1.66614,1.16462E-29,-1.33374,1.20711E-06
V,YER138W-A,YER138W-A,-1.66352,5.89548E-30,-1.69331,9.99437E-28,-1.23734,1.61135E-09,1.0941,0.06251,-1.95532,0,-1.76432,0,-1.49922,1.63546E-10,-1.39571,4.74999E-14,-2.55785,0,-2.30921,0,-2.33709,0,-1.64217,6.21487E-32,-1.45303,5.99269E-12,-1.6072,9.53628E-23
V,YHR132W-A,YHR132W-A,-1.90871,1.73975E-13,-1.95143,8.36223E-10,-2.47904,1.10294E-24,-2.50207,2.28246E-25,-2.00013,3.79321E-11,-1.95342,4.10097E-11,-1.69019,1.46342E-08,-1.52708,0.00026,-1.57106,3.50652E-07,-1.41027,0.00031,-2.37821,4.67685E-24,-2.14388,2.90384E-16,-2.39988,4.72527E-36,-2.31387,1.9557E-22
V,YMR013W-A,YMR013W-A,-2.60514,1.66498E-25,-3.70834,1.41777E-39,-1.88545,0,-2.21917,0,-1.92384,1.28709E-41,-1.46654,1.40118E-24,-1.30574,4.38505E-12,-1.43847,1.1668E-29,-1.52985,1.15306E-09,-1.61625,3.55134E-30,-1.64474,0,-1.59562,1.47375E-09,-2.33061,2.75233E-26,-2.09319,2.13764E-27
V,YMR125W,CBC1,-1.43235,8.35207E-17,-1.38326,2.11476E-19,-1.57063,3.78351E-44,-2.34778,0,-1.21946,1.58671E-31,-1.28884,1.48107E-11,-1.50064,0,-1.67714,0,-1.63208,1.93428E-21,-1.66681,0,-1.20209,5.18413E-12,-1.31763,3.70591E-30,-1.28257,3.2555E-18,-1.29538,6.28101E-39
V,YBR033W,YBR033W,-2.78991,0,-3.03676,0,-2.47457,0,-1.35396,4.29979E-12,-3.11951,0,-3.17342,0,-2.0989,0,-1.78169,0,-1.676,0,-1.32867,1.68566E-06,-4.42274,0,-2.76812,0,-2.79367,0,-3.78124,0
V,YDR096W,GIS1,-1.97145,0,-2.21567,0,-1.52039,2.18634E-14,-1.34299,8.48328E-26,-1.34284,7.57673E-22,-1.74739,0,-1.6947,0,-1.73577,2.38221E-44,-1.26102,1.68257E-08,-1.30781,8.36054E-25,-1.73077,0,-1.44747,7.25325E-33,-1.75703,0,-1.91915,0
V,YKL188C,PXA2,-1.99037,1.80512E-16,-2.39275,0,-2.04007,0,-1.34069,3.33633E-09,-1.915,0,-1.85481,0,-1.89031,0,-1.55666,2.61242E-32,-1.47481,1.70767E-09,-1.47368,1.02822E-13,-2.31665,1.88311E-37,-1.46196,2.11396E-08,-2.01284,3.08227E-40,-1.8912,1.96182E-44
V,YPL089C,RLM1,-1.61121,5.02092E-18,-1.56521,0,-1.42793,0,-1.4642,3.29722E-15,-1.30949,1.50291E-22,-1.4469,7.74439E-23,-1.76272,0,-2.09905,0,-2.2676,0,-2.14739,0,-1.30239,3.4889E-18,-1.04474,0.2672,-1.34069,7.40112E-13,-1.40597,4.82406E-21
V,YPL070W,MUK1,-1.884,0,-2.02639,0,-1.30868,1.1753E-27,-1.69085,0,-1.14403,0.0004,-1.26192,1.35313E-25,-1.6782,0,-1.65164,0,-1.34535,5.65038E-15,-1.68735,1.91873E-24,-1.41266,1.08053E-27,-1.22403,1.93843E-13,-1.56304,0,-1.42654,0
V,YOL152W,FRE7,-1.82567,5.7629E-06,-2.52246,2.58913E-18,-3.74852,4.80361E-32,-4.23284,3.05441E-39,-1.40078,2.90428E-08,-2.30567,1.53217E-25,6.36235,0,7.45489,0,-1.82324,1.11896E-13,-1.92853,6.94604E-14,-3.07839,3.90154E-16,-3.33254,2.8221E-18,-2.74844,2.36588E-19,-2.22172,3.10255E-07
V,YDL070W,BDF2,-1.6288,1.42724E-10,-1.45199,9.17333E-15,-1.35915,1.42173E-13,-1.01385,0.63803,-1.17617,0.0069,-1.34453,2.3946E-16,-1.73214,0,-1.60449,0,-1.58974,4.47035E-11,-1.26747,1.34092E-08,-1.34214,5.79417E-25,-1.32401,1.83954E-15,-2.14391,0,-2.02105,9.32722E-29
V,YIL072W,HOP1,-2.32341,0.00003,-2.56125,5.75544E-13,-1.3491,1.82149E-07,-1.06353,0.39998,-1.65462,2.02857E-08,-1.36303,7.59617E-13,-1.59517,7.29699E-10,-1.33832,3.51911E-06,-1.86049,8.84798E-07,-1.34336,0.02009,-2.13762,3.92249E-18,-1.49353,5.14055E-06,-1.88436,6.83187E-21,-1.764,0.00007
V,YDR009W,GAL3,-1.33896,0.20444,-1.66564,0.00002,-1.49831,9.10496E-11,-1.4915,0.00001,-1.01327,0.85642,-1.19582,0.00007,-2.31339,7.09485E-13,-1.86432,7.33803E-10,-1.73867,0.00012,-1.61932,0.00015,-1.48296,0.00323,1.03673,0.51957,-1.85463,6.85894E-24,-1.61391,5.99794E-07
V,YNR058W,BIO3,-1.59914,0.01647,-2.06523,1.06883E-16,-1.57294,0.00004,-1.10243,0.20546,-1.75924,0.00086,-1.86486,1.41128E-18,-1.5391,0.00003,-1.78979,1.23529E-17,-1.67146,2.22644E-06,-1.50626,7.07894E-06,-1.60916,5.04889E-06,-1.18331,0.12594,-1.5661,4.15072E-16,-1.54074,0.00199
V,YLR033W,RSC58,-1.69922,2.87955E-09,-1.61877,8.20572E-16,-1.86054,5.60519E-45,-2.38607,0,-1.46715,1.44216E-18,-1.53166,2.8026E-45,-1.88517,0,-1.98747,0,-1.65034,9.38664E-22,-1.73241,9.74071E-41,-1.61384,7.32412E-25,-1.86488,0,-1.83433,0,-1.90907,1.62718E-20
V,YDR516C,EMI2,-3.35146,3.47172E-41,-3.90646,0,-2.01822,0,-1.81994,0,-2.75249,1.5474E-38,-3.2294,0,-2.40555,6.42834E-33,-1.834,1.52645E-14,-1.21741,0.00005,-1.22971,0.00006,-5.60698,0,-4.03567,0,-3.43917,1.75786E-37,-4.76765,0
V,YBR288C,APM3,-1.27859,5.36524E-12,-1.22615,0.00014,-1.44831,4.91402E-19,-2.04709,0,-1.21996,0.00001,-1.17285,0.00003,-1.45458,6.69588E-38,-1.47107,3.23136E-26,-1.44337,2.31975E-13,-1.55676,9.06112E-34,-1.19629,2.88421E-07,-1.37181,3.92239E-12,-1.36222,2.23721E-17,-1.39451,1.06835E-20
V,YDR306C,YDR306C,-1.52846,5.35647E-15,-1.86905,0,-1.63641,1.38093E-37,-1.29432,2.0321E-16,-1.49612,1.69526E-36,-1.63965,0,-1.80415,1.14059E-31,-1.56821,0,-1.26338,4.66204E-29,-1.18808,0.00018,-1.78616,0,-1.63584,0,-2.10694,0,-1.92187,0
V,YOL140W,ARG8,-1.18528,0.01009,-1.06415,0.03949,-1.54119,5.35259E-14,1.13809,0.01235,-1.23331,4.07748E-12,-1.2052,4.04596E-08,-1.31956,0,-1.3305,1.78929E-19,-1.88387,5.41228E-36,-2.10498,0,1.15592,6.59183E-08,1.18967,6.08981E-07,-1.11625,0.00042,1.0385,0.22035
V,YOL031C,SIL1,-2.0268,0,-2.24851,0,-1.7146,0,-1.80671,0,-1.65304,0,-1.23637,4.095E-35,-1.65882,0,-1.7421,0,-1.71084,0,-1.31739,4.9975E-13,-1.72378,0,-1.56045,0,-1.7184,0,-1.75034,0
V,YDR289C,RTT103,-1.80885,5.32048E-10,-1.87066,1.19363E-16,-2.18258,3.13891E-43,-2.25297,5.49782E-30,-1.88933,3.69861E-21,-1.97063,1.95351E-13,-2.39371,1.0288E-21,-2.0336,5.35412E-21,-1.9818,1.30612E-19,-2.03172,1.75667E-30,-2.08721,1.47472E-20,-1.87917,1.0214E-14,-2.16639,5.73999E-16,-1.89085,3.747E-19
V,YDR427W,RPN9,-1.9946,0,-2.29198,0,-1.29824,2.53502E-17,1.13291,7.20909E-08,-1.38513,0,-1.36339,0,-2.21933,0,-2.07205,0,-1.47418,3.42584E-30,-1.36647,7.71204E-31,-1.5177,0,-1.47674,0,-1.95907,0,-1.94026,0
V,YHR052W,CIC1,-1.16152,1.03026E-10,-1.05409,0.31562,-1.27149,9.94261E-14,-2.61054,0,1.12451,0.00037,1.19694,2.62014E-09,-1.36545,3.49404E-27,-1.80383,1.4013E-45,-1.87619,0,-3.54613,0,1.28992,1.91354E-10,-1.46683,0,-1.03789,0.23527,-1.08775,0.04273
V,YGR192C,GLD1,-1.75627,4.9289E-37,-1.79941,0,-1.55507,0,-1.93576,6.65546E-21,-1.41172,3.41792E-14,-1.40954,5.79844E-18,-1.58845,5.60002E-38,-1.6256,9.66891E-34,-1.18546,0.00035,-1.3744,2.7673E-12,-1.79058,1.63469E-23,-1.88867,2.85865E-43,-2.01022,0,-2.18991,0
V,YOR143C,THI80,-1.05715,0.10966,-1.01115,0.83164,-1.24982,0.00085,-2.01271,1.97508E-36,-1.10035,0.04887,-1.02592,0.50566,-1.14091,6.55758E-06,-1.24403,0.00027,-1.00677,0.90175,-1.3388,1.23649E-06,-1.00446,0.92193,-1.27635,8.00806E-06,-1.24971,1.20422E-09,-1.19483,4.02232E-10
V,YOR288C,MPD1,-1.06152,0.55241,-1.28075,0.00185,-1.98475,7.62026E-42,-2.70167,0,-1.36635,2.7206E-10,1.12519,0.01576,-1.82538,2.896E-23,-1.5297,6.22667E-35,-1.09229,0.0598,1.10672,0.00279,-1.57527,4.41639E-23,-1.37031,9.01368E-07,-1.43157,2.42147E-23,-1.42106,3.02318E-11
V,YNL058C,YNL058C,-1.49729,6.81732E-42,-1.38546,3.44759E-06,1.18699,1.25736E-11,-1.8222,2.41173E-35,-1.46922,0,-1.78291,0,-1.80113,0,-2.25512,0,-2.14176,0,-2.41947,0,-1.58733,1.33544E-42,-1.29183,5.61666E-13,-1.51916,1.69052E-28,-1.64296,0
V,YMR206W,YMR206W,-2.85081,0,-2.72898,0,-4.02027,0,-1.88638,1.08948E-21,-3.93549,0,-2.8714,0,-4.62503,0,-3.18798,3.64338E-44,-1.97919,2.38044E-16,-2.15558,6.62674E-25,-4.79456,0,-3.43727,0,-3.97052,0,-4.48579,0
V,YMR274C,RCE1,-1.13466,4.46521E-07,-1.17166,6.03571E-08,-1.67516,0,-2.35386,0,-1.3439,3.74226E-16,-1.38023,1.05267E-27,-1.27974,6.37121E-09,-1.29835,3.19345E-13,-1.29941,4.77654E-35,-1.29894,8.66553E-14,-1.12531,1.64542E-07,-1.15109,8.70719E-10,-1.17564,2.29644E-07,-1.14739,0.00008
V,YNL217W,YNL217W,-1.33468,7.71264E-14,-1.4048,1.8392E-41,-1.40893,2.69121E-25,-2.96185,0,-1.27856,3.81798E-40,-1.41826,0,1.07753,0.00005,1.01129,0.61662,-1.81672,0,-2.34807,0,-1.5009,1.72384E-15,-1.82103,0,-1.17281,6.93549E-06,-1.13284,0.00031
V,YOR101W,RAS1,-1.05067,0.19629,1.02178,0.54655,-1.28429,3.87063E-14,-2.69775,0,1.24534,3.10266E-07,1.14571,0.00259,-1.15842,0.02099,-1.59819,0,-1.24028,9.03403E-06,-2.10625,0,1.37675,9.85695E-07,-1.5234,6.22521E-13,-1.02078,0.70662,-1.00475,0.9296
V,YDR280W,RRP45,-1.0384,0.21751,1.05293,0.1899,-1.29449,5.38899E-07,-1.95675,1.03857E-34,-1.09883,0.01492,-1.04339,0.19931,-1.17919,2.15835E-06,-1.39851,3.33039E-16,-1.43237,3.92629E-21,-2.02117,0,-1.11795,5.35243E-06,-1.35022,1.47179E-10,-1.03848,0.32017,1.00513,0.84469
V,YKR075C,YKR075C,-2.55698,0,-2.29381,0,-2.0839,0,-1.82729,0,-1.42203,2.22339E-13,-1.48679,1.34068E-34,-2.01944,0,-1.67258,5.81833E-31,-1.40784,1.68716E-20,-2.23586,3.00369E-39,-1.01599,0.67784,1.10797,0.00203,-2.32365,0,-3.18967,0
V,YDL179W,PCL9,-1.15307,0.0162,-1.0848,0.00626,-1.56714,1.23101E-11,-3.90707,0,-1.27953,0.00002,-1.14212,1.57045E-07,-1.35169,4.42908E-29,-1.39758,8.34336E-15,-1.18378,0.00159,-1.20046,1.00683E-14,-1.24493,2.57877E-14,1.01277,0.71712,-1.209,8.65256E-08,-1.11703,0.00004
V,YPR093C,ASR1,-1.9227,0,-1.93335,0,-1.28134,3.80703E-17,1.2335,6.73214E-11,-2.28767,0,-2.26908,0,-2.63422,0,-2.45881,0,-2.1948,0,-2.00561,0,-2.43314,0,-1.81887,0,-1.98911,0,-1.73234,0
V,YJR083C,ACF4,-1.2061,2.03815E-07,-1.14042,0.00024,-1.76916,0,-2.47452,0,-1.61634,5.9074E-33,-1.54315,0,-1.46119,1.56311E-38,-1.37539,1.09595E-28,-1.25518,4.35885E-20,-1.17869,9.97943E-09,-1.5462,1.11736E-37,-1.55383,1.21495E-13,-1.483,7.36452E-22,-1.52879,6.61606E-09
V,YOL056W,GPM3,-1.48937,2.815E-29,-1.53737,2.17531E-32,-1.991,0,-2.40715,0,-1.43982,1.48466E-37,-1.29299,8.91543E-10,-1.42585,1.59085E-21,-1.43446,2.37858E-22,-1.26968,2.11283E-08,-1.351,2.55513E-18,-1.40573,1.89059E-36,-1.70245,0,-1.45632,1.20484E-41,-1.50962,0
V,YLR307W,CDA1,-4.92207,0.00164,-3.73116,2.63007E-08,-4.87802,3.21004E-16,-3.83148,8.51489E-23,-2.66871,0.00043,-2.3813,4.08957E-08,-3.12559,0.00086,-2.25706,0.00372,-6.50395,8.77299E-07,-4.16018,0.00005,-3.51711,0.00044,-2.26435,0.00851,-4.09945,2.30644E-19,-3.5577,3.35383E-06
V,YMR157C,YMR157C,-1.41726,6.33472E-17,-1.31679,6.88957E-12,-1.57521,0,-1.72848,0,-1.62939,2.06382E-20,-1.5335,9.28638E-31,-1.47978,9.70917E-19,-1.31069,2.19124E-12,-1.20271,0.00034,-1.17927,0.00449,-1.79254,8.14492E-22,-1.66657,3.58364E-35,-2.0197,0,-1.91954,0
V,YNL168C,YNL168C,1.01995,0.40715,-1.03523,0.26177,-1.4573,1.10943E-19,-2.16749,0,-1.40427,0,-1.32071,5.70328E-43,-1.18944,0.00007,-1.18872,1.92359E-18,-1.06047,0.32349,-1.23193,1.87148E-08,-1.24119,4.43663E-25,-1.19038,5.49993E-31,-1.12748,1.41357E-10,-1.08746,2.83378E-06
V,YIR042C,YIR042C,-2.19868,6.65757E-22,-1.95261,2.16895E-25,-1.38844,9.95505E-09,-1.42569,2.85644E-22,-1.86893,1.42792E-21,-1.84418,2.48107E-16,-1.37104,2.75774E-10,-1.19757,0.02571,-1.59829,5.24734E-09,-1.91804,4.74535E-12,-2.29107,5.66968E-19,-1.80545,1.05842E-12,-2.24396,5.18635E-41,-2.25586,0
V,YOR039W,CKB2,-1.51703,8.2061E-11,-1.59329,1.66901E-36,-1.56988,1.36949E-19,-2.07568,1.56901E-26,-1.41714,4.71368E-12,-1.25278,0.01644,-1.37553,0.00104,-1.4538,9.07517E-12,-1.41805,3.59188E-06,-1.57648,6.09405E-15,-1.49522,4.2189E-07,-1.64159,7.11584E-15,-1.61988,6.01976E-11,-1.54882,7.73263E-10
V,YBR096W,YBR096W,-1.81062,5.10836E-19,-1.90122,5.64869E-40,-2.05418,0,-2.45441,0,-1.70536,1.21937E-14,-1.69774,1.74151E-12,-1.68717,2.09834E-12,-1.63626,4.00053E-14,-1.7842,1.28985E-36,-2.13273,0,-1.91809,2.25746E-38,-1.66013,1.6134E-35,-2.05962,0,-2.45237,0
V,YER031C,YPT31,-1.42106,8.4723E-11,-1.33428,1.25102E-07,-1.45565,1.69339E-15,-2.41661,0,-1.20309,2.10085E-06,-1.32228,6.74091E-11,-1.21668,0.00002,-1.30949,4.56637E-12,-1.1867,0.00035,-1.5332,1.00259E-34,-1.16548,0.00085,-1.28812,1.35657E-16,-1.4134,2.59622E-34,-1.39494,0
V,YMR197C,VTI1,-1.84304,3.71781E-27,-2.0395,0,-1.90337,0,-1.9623,0,-1.8416,0,-1.74712,0,-1.64949,0,-1.66693,0,-1.62748,0,-1.69959,0,-2.1645,0,-1.75822,7.96824E-30,-2.15352,0,-2.09809,0
V,YGL101W,YGL101W,-1.52932,1.72668E-15,-1.40677,0,-1.78965,0,-2.99227,0,-1.05515,0.04032,-1.15226,0.00006,-1.32108,2.13134E-33,-1.63392,0,-1.22547,2.38221E-44,-1.59678,0,-1.12014,1.2362E-13,-1.80314,0,-1.3285,3.69903E-29,-1.36572,3.6357E-06
V,YPL166W,ATG29,-1.91622,0.00119,-2.30028,4.0717E-19,-1.88664,4.77654E-10,-1.95813,1.53474E-11,-1.45446,0.00027,-1.77746,2.85994E-07,-2.57858,7.62359E-16,-2.10884,1.71193E-10,-2.01435,1.08541E-06,-2.29178,4.77191E-18,-2.1179,3.86902E-10,-1.47213,0.00236,-1.67193,4.18833E-06,-1.42783,0.00176
V,YOR232W,MGE1,-1.56852,6.4456E-29,-1.67638,0,-1.57743,0,-2.0578,0,-1.35024,1.26592E-34,-1.31371,4.87867E-34,-1.61464,4.61027E-42,-1.72347,0,-1.48527,1.05633E-21,-1.62191,1.20457E-31,-1.51506,4.71202E-34,-1.68786,5.97514E-42,-1.8438,0,-1.94635,1.2979E-27
V,YDR067C,YDR067C,-1.43274,0.0005,-1.66743,5.21825E-14,-1.2957,5.39356E-08,-2.20372,1.24933E-26,-1.35291,0.00027,-1.39999,0.00029,-1.41509,0.00002,-1.47726,0.00001,-1.09752,0.11861,-1.40045,3.98189E-07,-1.39423,8.18115E-06,-1.17645,0.08725,-1.32559,0.00004,-1.2447,0.03811
V,YKR074W,YKR074W,-1.20513,0.00247,-1.28559,9.22327E-09,-2.04043,0,-1.96713,8.50667E-23,-1.54145,2.94805E-08,-1.54466,1.11625E-11,-1.56033,1.23924E-12,-1.43502,1.08067E-06,-1.13006,0.00496,-1.10565,0.04086,-1.80686,8.04922E-14,-1.61111,5.52226E-24,-1.7583,8.28659E-20,-1.83186,7.78981E-11
V,YLR315W,NKP2,-1.63373,0.00108,-1.91729,4.18071E-13,-1.80224,0.00002,-2.14247,2.27636E-22,-1.23626,0.02328,-1.27031,0.00002,-2.13476,1.61254E-21,-1.77556,1.14426E-07,-1.16938,0.3602,-1.58677,0.00228,-1.31735,0.00197,-1.25435,0.12696,-1.66212,1.49004E-06,-1.67035,0.00008
V,YIL138C,TPM2,-1.56686,2.8731E-18,-1.77881,0,-1.72584,0,-2.41275,0,-1.41857,7.04483E-18,-1.60597,0,-1.72778,0,-1.63752,0,-1.48148,1.07957E-14,-1.68849,0,-1.41148,4.95547E-30,-1.46075,3.89561E-43,-1.45453,0,-1.2951,5.87228E-16
V,YCR099C,YCR099C,-2.0478,1.85935E-12,-2.08829,8.33781E-18,-1.98025,8.14661E-12,-1.62246,2.26108E-16,-1.80971,2.95815E-13,-1.79847,3.46223E-17,-1.91126,1.75651E-32,-1.86756,0,-1.62312,0.00001,-1.64283,1.46833E-19,-2.06352,8.10223E-22,-1.38854,6.77351E-16,-1.93481,3.31184E-35,-1.58451,3.6889E-12
V,YMR260C,TIF11,-1.60521,7.41434E-06,-1.57974,7.09981E-10,-2.24443,3.54344E-33,-2.91336,0,-1.76735,2.57939E-10,-1.82592,1.23564E-08,-1.81037,1.42038E-08,-1.98738,2.91799E-15,-2.13224,9.91724E-16,-2.36424,9.91146E-16,-2.03546,6.91225E-09,-2.2822,4.66249E-14,-1.93644,2.77236E-07,-2.06318,1.53764E-08
V,YOL108C,INO4,-1.55477,5.99711E-14,-1.37501,3.60761E-07,-1.89065,1.30914E-35,-1.55008,1.12571E-17,-1.56364,4.15251E-18,-1.78822,3.26931E-28,-1.76762,3.30742E-25,-1.63447,9.13994E-22,-1.47498,9.21559E-16,-1.35718,9.83392E-09,-2.1142,1.4013E-45,-1.60646,6.73294E-15,-2.36576,1.23025E-21,-2.10906,3.07878E-15
V,YDR252W,BTT1,-1.1709,0.01604,-1.17461,0.05142,-1.62556,0.00184,-2.1472,1.10935E-06,-1.41931,0.00462,-1.33551,0.02554,-1.56391,4.5041E-11,-1.45101,1.38485E-07,-1.17811,0.00673,-1.31201,0.00049,-1.37015,6.09901E-06,-1.41319,0.0003,-1.48132,1.37431E-07,-1.36163,0.00001
