"","ORF","OEgenename","metal","zscore_OEmetallomics"
"12723","YDR453C","TSA2","Cd",-2.098252948
"12724","YDR454C","GUK1","Cd",-4.345999985
"12725","YDR455C","YDR455C","Cd",0.652360165
"12726","YDR456W","NHX1","Cd",1.27592535
"12727","YDR458C","HEH2","Cd",-0.394212866
"12728","YDR459C","PFA5","Cd",0.493827479
"12729","YDR460W","TFB3","Cd",0.226446059
"12730","YDR461W","MFA1","Cd",-0.424211516
"12731","YDR462W","MRPL28","Cd",0.700620841
"12732","YDR463W","STP1","Cd",-0.129219841
"12733","YDR464C-A","YDR464C-A","Cd",0.55388388
"12734","YDR464W","SPP41","Cd",0.699748977
"12735","YDR465C","RMT2","Cd",-0.572327477
"12736","YDR466W","PKH3","Cd",1.064054079
"12737","YDR467C","YDR467C","Cd",0.386039422
"12738","YDR468C","TLG1","Cd",0.575764156
"12739","YDR469W","SDC1","Cd",2.178362318
"12740","YDR470C","UGO1","Cd",-0.151188527
"12741","YDR471W","RPL27B","Cd",-0.138291427
"12742","YDR472W","TRS31","Cd",-0.127729271
"12743","YDR473C","PRP3","Cd",1.564218692
"12744","YDR474C","YDR474C","Cd",0.456308184
"12745","YDR476C","YDR476C","Cd",-0.742336941
"12746","YDR477W","SNF1","Cd",0.660821683
"12747","YDR478W","SNM1","Cd",-0.492622586
"12748","YDR479C","PEX29","Cd",-0.601820357
"12749","YDR480W","DIG2","Cd",0.017864405
"12750","YDR481C","PHO8","Cd",-0.055161794
"12751","YDR482C","CWC21","Cd",1.030221031
"12752","YDR483W","KRE2","Cd",0.16968922
"12753","YDR484W","VPS52","Cd",0.005400629
"12754","YDR485C","VPS72","Cd",1.284330674
"12755","YDR486C","VPS60","Cd",0.629408405
"12756","YDR487C","RIB3","Cd",-0.855439189
"12757","YDR488C","PAC11","Cd",0.154881694
"12758","YDR489W","SLD5","Cd",0.306171305
"12759","YDR491C","YDR491C","Cd",-0.052312572
"12760","YDR492W","IZH1","Cd",0.049959002
"12761","YDR493W","MZM1","Cd",-0.062995103
"12762","YDR494W","RSM28","Cd",0.05479576
"12763","YDR495C","VPS3","Cd",0.35197628
"12764","YDR496C","PUF6","Cd",-0.368792774
"12765","YDR498C","SEC20","Cd",0.03484854
"12766","YDR499W","LCD1","Cd",0.719083613
"12767","YDR500C","RPL37B","Cd",-0.072813404
"12768","YDR501W","PLM2","Cd",-0.583739968
"12769","YDR502C","SAM2","Cd",-0.82273521
"12770","YDR503C","LPP1","Cd",0.421935375
"12771","YDR504C","SPG3","Cd",-0.578459679
"12772","YDR505C","PSP1","Cd",-6.536812551
"12773","YDR506C","GMC1","Cd",0.490204058
"12774","YDR507C","GIN4","Cd",-0.134978453
"12775","YDR508C","GNP1","Cd",1.268115617
"12776","YDR509W","YDR509W","Cd",-0.142760345
"12777","YDR510C-A","YDR510C-A","Cd",-0.188187897
"12778","YDR510W","SMT3","Cd",-0.93305067
"12779","YDR511W","SDH7","Cd",0.253075212
"12780","YDR513W","GRX2","Cd",4.53690755
"12781","YDR514C","YDR514C","Cd",-6.009445121
"12782","YDR515W","SLF1","Cd",0.031762891
"12783","YDR516C","EMI2","Cd",-0.566532823
"12784","YDR517W","GRH1","Cd",0.5630169
"12785","YDR518W","EUG1","Cd",-0.479220507
"12786","YDR519W","FPR2","Cd",0.262459581
"12787","YDR520C","URC2","Cd",-0.585302069
"12788","YDR521W","YDR521W","Cd",0.116186921
"12789","YDR522C","SPS2","Cd",0.389532805
"12790","YDR523C","SPS1","Cd",0.748964482
"12791","YDR524C","AGE1","Cd",-0.221110752
"12792","YDR524C-A","YDR524C-A","Cd",0.312458394
"12793","YDR525W","API2","Cd",0.128415176
"12794","YDR525W-A","SNA2","Cd",0.395655744
"12795","YDR526C","YDR526C","Cd",-0.405254556
"12796","YDR528W","HLR1","Cd",0.00538773
"12797","YDR529C","QCR7","Cd",0.482103871
"12798","YDR530C","APA2","Cd",0.348120265
"12799","YDR531W","CAB1","Cd",-0.560163865
"12800","YDR532C","KRE28","Cd",-0.312919328
"12801","YDR533C","HSP31","Cd",-0.565595654
"12802","YDR534C","FIT1","Cd",0.479422685
"12803","YDR535C","YDR535C","Cd",-0.262832379
"12804","YDR536W","STL1","Cd",0.229912093
"12805","YDR538W","PAD1","Cd",0.306485556
"12806","YDR540C","IRC4","Cd",-0.688563185
"12807","YDR541C","YDR541C","Cd",-0.70290328
"12808","YDR543C","YDR543C","Cd",-0.549337652
"12809","YEL001C","IRC22","Cd",-2.425145284
"12810","YEL002C","WBP1","Cd",-0.536682149
"12811","YEL003W","GIM4","Cd",-0.07974654
"12812","YEL004W","YEA4","Cd",0.466021549
"12813","YEL005C","VAB2","Cd",-1.14412678
"12814","YEL006W","YEA6","Cd",0.141152702
"12815","YEL008C-A","YEL008C-A","Cd",0.2761673
"12816","YEL008W","YEL008W","Cd",-0.693237043
"12817","YEL009C","GCN4","Cd",0.498424964
"12818","YEL010W","YEL010W","Cd",-0.461464107
"12819","YEL011W","GLC3","Cd",-1.432808672
"12820","YEL012W","UBC8","Cd",-0.757186656
"12821","YEL014C","YEL014C","Cd",0.304695454
"12822","YEL015W","EDC3","Cd",-1.050345737
"12823","YEL016C","NPP2","Cd",-0.504537272
"12824","YEL017C-A","PMP2","Cd",-1.68832057
"12825","YEL017W","GTT3","Cd",0.599744603
"12826","YEL018W","EAF5","Cd",-0.851794516
"12827","YEL019C","MMS21","Cd",-0.246803944
"12828","YEL020C","PXP1","Cd",-0.174298423
"12829","YEL020W-A","TIM9","Cd",-0.24719179
"12830","YEL022W","GEA2","Cd",0.318231299
"12831","YEL023C","YEL023C","Cd",-0.065828301
"12832","YEL024W","RIP1","Cd",0.003373466
"12833","YEL025C","YEL025C","Cd",-1.036753602
"12834","YEL026W","SNU13","Cd",0.463648096
"12835","YEL027W","VMA3","Cd",-0.799369883
"12836","YEL028W","YEL028W","Cd",0.087307198
"12837","YEL029C","BUD16","Cd",0.194770734
"12838","YEL030C-A","YEL030C-A","Cd",0.118973522
"12839","YEL030W","ECM10","Cd",-0.447730516
"12840","YEL031W","SPF1","Cd",-0.036814148
"12841","YEL032C-A","YEL032C-A","Cd",0.121761642
"12842","YEL032W","MCM3","Cd",0.157355305
"12843","YEL033W","MTC7","Cd",-0.178084125
"12844","YEL034W","HYP2","Cd",-0.297085188
"12845","YEL035C","UTR5","Cd",-0.885699372
"12846","YEL036C","ANP1","Cd",-0.401247604
"12847","YEL037C","RAD23","Cd",-0.178490568
"12848","YEL038W","UTR4","Cd",-0.01235902
"12849","YEL039C","CYC7","Cd",-0.17371696
"12850","YEL040W","UTR2","Cd",-0.105995664
"12851","YEL041W","YEF1","Cd",-0.09612902
"12852","YEL042W","GDA1","Cd",0.218549998
"12853","YEL043W","YEL043W","Cd",-0.308574934
"12854","YEL044W","IES6","Cd",-0.307973835
"12855","YEL045C","YEL045C","Cd",-2.633245661
"12856","YEL046C","GLY1","Cd",-0.30705041
"12857","YEL047C","FRD1","Cd",-5.906298878
"12858","YEL048C","TCA17","Cd",0.514284544
"12859","YEL049W","PAU2","Cd",0.355849509
"12860","YEL050C","RML2","Cd",0.790931408
"12861","YEL051W","VMA8","Cd",-0.31341337
"12862","YEL052W","AFG1","Cd",-1.770560561
"12863","YEL053C","MAK10","Cd",-0.912475339
"12864","YEL054C","RPL12A","Cd",0.728091152
"12865","YEL055C","POL5","Cd",1.230155312
"12866","YEL056W","HAT2","Cd",0.985110205
"12867","YEL057C","SDD1","Cd",-0.322442825
"12868","YEL058W","PCM1","Cd",-0.461954699
"12869","YEL059C-A","SOM1","Cd",1.00179091
"12870","YEL059W","HHY1","Cd",0.062417136
"12871","YEL060C","PRB1","Cd",-2.261335429
"12872","YEL061C","CIN8","Cd",-0.24320072
"12873","YEL062W","NPR2","Cd",-1.151154533
"12874","YEL063C","CAN1","Cd",-0.506750384
"12875","YEL064C","AVT2","Cd",-0.375486158
"12876","YEL065W","SIT1","Cd",1.12331044
"12877","YEL066W","HPA3","Cd",-0.170571049
"12878","YEL067C","YEL067C","Cd",-0.479357078
"12879","YEL068C","YEL068C","Cd",1.952529088
"12880","YEL069C","HXT13","Cd",1.215798421
"12881","YEL071W","DLD3","Cd",0.691128996
"12882","YEL072W","RMD6","Cd",0.324119584
"12883","YEL073C","YEL073C","Cd",0.335442388
"12884","YEL074W","YEL074W","Cd",-0.727075519
"12885","YEL076C","YEL076C","Cd",-0.159868403
"12886","YER001W","MNN1","Cd",0.153913444
"12887","YER002W","NOP16","Cd",-0.206757979
"12888","YER003C","PMI40","Cd",-0.519256353
"12889","YER004W","FMP52","Cd",-0.266673767
"12890","YER005W","YND1","Cd",-1.232991237
"12891","YER006W","NUG1","Cd",-0.574563085
"12892","YER007C-A","TMA20","Cd",0.17403746
"12893","YER007W","PAC2","Cd",0.142380244
"12894","YER008C","SEC3","Cd",0.631953441
"12895","YER009W","NTF2","Cd",-0.429175308
"12896","YER010C","YER010C","Cd",0.661927308
"12897","YER011W","TIR1","Cd",0.314689632
"12898","YER012W","PRE1","Cd",0.043480751
"12899","YER013W","PRP22","Cd",-0.070226256
"12900","YER014W","HEM14","Cd",-0.633376585
"12901","YER015W","FAA2","Cd",1.569565546
"12902","YER016W","BIM1","Cd",0.013667296
"12903","YER017C","AFG3","Cd",0.264512436
"12904","YER018C","SPC25","Cd",-0.060425336
"12905","YER019W","ISC1","Cd",-0.530433399
"12906","YER020W","GPA2","Cd",-0.385021464
"12907","YER021W","RPN3","Cd",-0.647492977
"12908","YER022W","SRB4","Cd",-0.189588729
"12909","YER023C-A","YER023C-A","Cd",0.453776382
"12910","YER023W","PRO3","Cd",-0.004823777
"12911","YER024W","YAT2","Cd",-2.668334664
"12912","YER025W","GCD11","Cd",0.477028186
"12913","YER026C","CHO1","Cd",0.972667281
"12914","YER027C","GAL83","Cd",0.5009755
"12915","YER028C","MIG3","Cd",0.028349238
"12916","YER029C","SMB1","Cd",-3.275221108
"12917","YER031C","YPT31","Cd",0.380257433
"12918","YER032W","FIR1","Cd",-0.426554164
"12919","YER033C","ZRG8","Cd",-1.301531096
"12920","YER034W","YER034W","Cd",-0.181677681
"12921","YER035W","EDC2","Cd",0.294363141
"12922","YER036C","ARB1","Cd",-0.369777393
"12923","YER037W","PHM8","Cd",-2.163692867
"12924","YER038C","KRE29","Cd",-1.2572955
"12925","YER039C","HVG1","Cd",-1.262579381
"12926","YER039C-A","YER039C-A","Cd",-0.54477476
"12927","YER040W","GLN3","Cd",-0.758495599
"12928","YER041W","YEN1","Cd",0.029795236
"12929","YER042W","MXR1","Cd",0.384035394
"12930","YER043C","SAH1","Cd",0.783031821
"12931","YER044C","ERG28","Cd",-0.040452149
"12932","YER046W","SPO73","Cd",-0.054808739
"12933","YER047C","SAP1","Cd",1.273259004
"12934","YER048C","CAJ1","Cd",0.039038874
"12935","YER048W-A","ISD11","Cd",-0.474531511
"12936","YER049W","TPA1","Cd",-0.286720438
"12937","YER050C","RSM18","Cd",-0.308347691
"12938","YER051W","JHD1","Cd",-0.06401496
"12939","YER052C","HOM3","Cd",0.173783482
"12940","YER053C","PIC2","Cd",-0.71502545
"12941","YER053C-A","YER053C-A","Cd",1.30790182
"12942","YER054C","GIP2","Cd",0.006121432
"12943","YER055C","HIS1","Cd",-1.092946345
"12944","YER056C-A","RPL34A","Cd",0.27293555
"12945","YER057C","HMF1","Cd",-0.150428817
"12946","YER058W","PET117","Cd",-0.069857314
"12947","YER059W","PCL6","Cd",0.997311176
"12948","YER062C","GPP2","Cd",0.939038486
"12949","YER063W","THO1","Cd",0.232370517
"12950","YER064C","VHR2","Cd",0.700561927
"12951","YER065C","ICL1","Cd",-2.670838972
"12952","YER066C-A","YER066C-A","Cd",-0.707920698
"12953","YER066W","RRT13","Cd",0.336759556
"12954","YER067W","RGI1","Cd",-0.611802092
"12955","YER068W","MOT2","Cd",0.230559989
"12956","YER069W","ARG5,6","Cd",0.009555911
"12957","YER070W","RNR1","Cd",0.035762654
"12958","YER071C","TDA2","Cd",0.544786695
"12959","YER072W","VTC1","Cd",-3.62512406
"12960","YER074W","RPS24A","Cd",-0.502047185
"12961","YER074W-A","YOS1","Cd",-2.876117455
"12962","YER076C","YER076C","Cd",0.842796066
"12963","YER077C","MRX1","Cd",0.007883037
"12964","YER078C","ICP55","Cd",0.046801435
"12965","YER079W","YER079W","Cd",-0.457854746
"12966","YER080W","AIM9","Cd",-0.727361369
"12967","YER081W","SER3","Cd",-0.562590774
"12968","YER082C","UTP7","Cd",0.609974028
"12969","YER083C","GET2","Cd",0.378188201
"12970","YER084W","YER084W","Cd",-0.170723553
"12971","YER085C","YER085C","Cd",-0.669274814
"12972","YER086W","ILV1","Cd",0.823684853
"12973","YER087C-A","YER087C-A","Cd",0.509823475
"12974","YER087W","AIM10","Cd",-0.256359252
"12975","YER088C","DOT6","Cd",0.536693464
"12976","YER088W-A","YER088W-A","Cd",-0.258929387
"12977","YER089C","PTC2","Cd",0.647374848
"12978","YER090W","TRP2","Cd",-0.554341112
"12979","YER091C","MET6","Cd",-2.582946683
"12980","YER091C-A","YER091C-A","Cd",0.020546649
"12981","YER092W","IES5","Cd",-0.865946785
"12982","YER093C","TSC11","Cd",0.225375344
"12983","YER093C-A","AIM11","Cd",-0.304435702
"12984","YER094C","PUP3","Cd",-0.562745577
"12985","YER095W","RAD51","Cd",0.451687947
"12986","YER096W","SHC1","Cd",-0.290664234
"12987","YER097W","YER097W","Cd",0.216980991
"12988","YER098W","UBP9","Cd",-2.303157418
"12989","YER099C","PRS2","Cd",-0.032551774
"12990","YER100W","UBC6","Cd",0.704902054
"12991","YER101C","AST2","Cd",-0.273336046
"12992","YER102W","RPS8B","Cd",-0.228443009
"12993","YER103W","SSA4","Cd",1.003078347
"12994","YER104W","RTT105","Cd",-0.180791024
"12995","YER105C","NUP157","Cd",-0.360781278
"12996","YER106W","MAM1","Cd",0.975852079
"12997","YER107C","GLE2","Cd",1.000402752
"12998","YER109C","FLO8","Cd",-0.000634325
"12999","YER110C","KAP123","Cd",-1.303780143
"13000","YER111C","SWI4","Cd",0.099658132
"13001","YER112W","LSM4","Cd",-0.174724574
"13002","YER113C","TMN3","Cd",0.290223273
"13003","YER114C","BOI2","Cd",-0.62974662
"13004","YER115C","SPR6","Cd",0.776887722
"13005","YER116C","SLX8","Cd",-0.454394463
"13006","YER117W","RPL23B","Cd",1.125072704
"13007","YER118C","SHO1","Cd",0.717798146
"13008","YER119C","AVT6","Cd",0.029664373
"13009","YER119C-A","YER119C-A","Cd",-0.510344413
"13010","YER120W","SCS2","Cd",-0.007369855
"13011","YER121W","YER121W","Cd",-0.387041933
"13012","YER122C","GLO3","Cd",-0.329489353
"13013","YER123W","YCK3","Cd",-1.385208619
"13014","YER124C","DSE1","Cd",0.227736093
"13015","YER125W","RSP5","Cd",2.893344017
"13016","YER126C","NSA2","Cd",0.150945468
"13017","YER127W","LCP5","Cd",-0.075680989
"13018","YER128W","VFA1","Cd",-1.601392704
"13019","YER129W","SAK1","Cd",-0.369050211
"13020","YER130C","YER130C","Cd",0.565440653
"13021","YER131W","RPS26B","Cd",-1.525052738
"13022","YER132C","PMD1","Cd",-0.099877106
"13023","YER134C","YER134C","Cd",0.08394466
"13024","YER135C","YER135C","Cd",0.099102824
"13025","YER136W","GDI1","Cd",0.264479959
"13026","YER137C","YER137C","Cd",-0.451278368
"13027","YER138W-A","YER138W-A","Cd",0.172424906
"13028","YER139C","RTR1","Cd",-0.732855343
"13029","YER140W","EMP65","Cd",-1.570636958
"13030","YER141W","COX15","Cd",0.350570409
"13031","YER142C","MAG1","Cd",-0.506839673
"13032","YER143W","DDI1","Cd",-0.311761013
"13033","YER144C","UBP5","Cd",0.010547609
"13034","YER145C","FTR1","Cd",-1.016503021
"13035","YER146W","LSM5","Cd",-1.006752339
"13036","YER147C","SCC4","Cd",0.748732912
"13037","YER148W","SPT15","Cd",0.243657476
"13038","YER149C","PEA2","Cd",-0.416116915
"13039","YER150W","SPI1","Cd",0.131335686
"13040","YER151C","UBP3","Cd",-0.053653389
"13041","YER152C","YER152C","Cd",-0.126467635
"13042","YER153C","PET122","Cd",0.253018124
"13043","YER154W","OXA1","Cd",-0.414128528
"13044","YER155C","BEM2","Cd",1.894819686
"13045","YER156C","YER156C","Cd",0.21727108
"13046","YER157W","COG3","Cd",0.471343449
"13047","YER158C","YER158C","Cd",-1.837307954
"13048","YER159C","BUR6","Cd",-1.011804735
"13049","YER161C","SPT2","Cd",-0.04673402
"13050","YER162C","RAD4","Cd",-0.921322171
"13051","YER163C","GCG1","Cd",-0.127993395
"13052","YER164W","CHD1","Cd",-1.193695011
"13053","YER165W","PAB1","Cd",0.444641471
"13054","YER167W","BCK2","Cd",0.396074154
"13055","YER168C","CCA1","Cd",0.23746773
"13056","YER169W","RPH1","Cd",0.225202069
"13057","YER170W","ADK2","Cd",1.808551274
"13058","YER171W","RAD3","Cd",-0.358953669
"13059","YER173W","RAD24","Cd",-0.433276701
"13060","YER174C","GRX4","Cd",0.049332797
"13061","YER175C","TMT1","Cd",0.204511907
"13062","YER175W-A","YER175W-A","Cd",0.109061096
"13063","YER176W","ECM32","Cd",0.02444615
"13064","YER177W","BMH1","Cd",-1.809614894
"13065","YER178W","PDA1","Cd",-0.681923162
"13066","YER179W","DMC1","Cd",-1.238533564
"13067","YER180C","ISC10","Cd",-0.31593687
"13068","YER181C","YER181C","Cd",0.222081546
"13069","YER182W","FMP10","Cd",0.019061625
"13070","YER183C","FAU1","Cd",-0.70874194
"13071","YER184C","TOG1","Cd",-0.472625676
"13072","YER185W","PUG1","Cd",-5.377987206
"13073","YER186C","YER186C","Cd",-3.436744752
"13074","YER187W","YER187W","Cd",0.20830157
"13075","YER187W-A","YER187W-A","Cd",-2.446068172
"13076","YER188W","YER188W","Cd",-2.275837414
"13077","YFL001W","DEG1","Cd",0.644895178
"13078","YFL002C","SPB4","Cd",-0.48939789
"13079","YFL003C","MSH4","Cd",-0.471485977
"13080","YFL004W","VTC2","Cd",-0.575171663
"13081","YFL005W","SEC4","Cd",0.859975843
"13082","YFL006W","YFL006W","Cd",0.318317308
"13083","YFL008W","SMC1","Cd",-0.440698916
"13084","YFL009W","CDC4","Cd",-0.203894246
"13085","YFL010C","WWM1","Cd",0.9942912
"13086","YFL012W","YFL012W","Cd",-0.722353795
"13087","YFL013C","IES1","Cd",-0.246282837
"13088","YFL013W-A","YFL013W-A","Cd",0.043544162
"13089","YFL014W","HSP12","Cd",0.097796411
"13090","YFL015C","YFL015C","Cd",0.037074145
"13091","YFL016C","MDJ1","Cd",0.036169724
"13092","YFL017C","GNA1","Cd",0.261073916
"13093","YFL017W-A","SMX2","Cd",-4.262661866
"13094","YFL018C","LPD1","Cd",1.214081479
"13095","YFL019C","YFL019C","Cd",0.17061547
"13096","YFL021W","GAT1","Cd",0.889321723
"13097","YFL022C","FRS2","Cd",-0.132410798
"13098","YFL023W","BUD27","Cd",0.135838053
"13099","YFL024C","EPL1","Cd",0.058116279
"13100","YFL025C","BST1","Cd",-0.255894515
"13101","YFL026W","STE2","Cd",0.132005612
"13102","YFL027C","GYP8","Cd",-0.225175038
"13103","YFL028C","CAF16","Cd",0.505725846
"13104","YFL029C","CAK1","Cd",-0.060082127
"13105","YFL030C-A","YFL030C-A","Cd",-5.499536164
"13106","YFL030W","AGX1","Cd",0.249631377
"13107","YFL032W","YFL032W","Cd",1.932804272
"13108","YFL033C","RIM15","Cd",0.701507941
"13109","YFL034C-B","MOB2","Cd",-0.413775658
"13110","YFL034W","MIL1","Cd",-0.57274154
"13111","YFL036W","RPO41","Cd",-0.440522897
"13112","YFL037W","TUB2","Cd",-0.10018284
"13113","YFL038C","YPT1","Cd",0.332268806
"13114","YFL039C","ACT1","Cd",0.197608184
"13115","YFL040W","YFL040W","Cd",0.043762161
"13116","YFL041W","FET5","Cd",3.567562968
"13117","YFL042C","LAM5","Cd",0.387431555
"13118","YFL044C","OTU1","Cd",1.354143317
"13119","YFL045C","SEC53","Cd",0.448183868
"13120","YFL046W","FMP32","Cd",-0.005819089
"13121","YFL047W","RGD2","Cd",0.955381359
"13122","YFL048C","EMP47","Cd",-0.319679742
"13123","YFL049W","SWP82","Cd",-0.249916077
"13124","YFL050C","ALR2","Cd",-1.041080158
"13125","YFL051C","YFL051C","Cd",0.296892009
"13126","YFL052W","ZNF1","Cd",0.126558924
"13127","YFL053W","DAK2","Cd",0.504692131
"13128","YFL054C","AQY3","Cd",0.879916207
"13129","YFL055W","AGP3","Cd",-0.955779302
"13130","YFL056C","AAD6","Cd",-0.74424279
"13131","YFL057C","YFL057C","Cd",0.275959468
"13132","YFL059W","SNZ3","Cd",-0.167087194
"13133","YFL060C","SNO3","Cd",0.870904191
"13134","YFL061W","DDI2","Cd",-0.074899779
"13135","YFL063W","YFL063W","Cd",1.016979093
"13136","YFL065C","YFL065C","Cd",-5.661381336
"13137","YFR001W","LOC1","Cd",-0.176407308
"13138","YFR002W","NIC96","Cd",0.556971796
"13139","YFR003C","YPI1","Cd",-0.30317134
"13140","YFR004W","RPN11","Cd",-0.095054707
"13141","YFR005C","SAD1","Cd",-0.516713572
"13142","YFR006W","YFR006W","Cd",0.547015203
"13143","YFR007W","YFH7","Cd",-0.272721007
"13144","YFR008W","FAR7","Cd",-0.56441021
"13145","YFR009W","GCN20","Cd",-0.108334621
"13146","YFR010W","UBP6","Cd",-0.136030465
"13147","YFR011C","MIC19","Cd",-0.896326087
"13148","YFR012W","DCV1","Cd",0.596588495
"13149","YFR012W-A","YFR012W-A","Cd",0.547818903
"13150","YFR013W","IOC3","Cd",-4.190564687
"13151","YFR014C","CMK1","Cd",0.436825483
"13152","YFR015C","GSY1","Cd",-0.389085605
"13153","YFR016C","YFR016C","Cd",0.472808741
"13154","YFR017C","IGD1","Cd",0.382347843
"13155","YFR018C","YFR018C","Cd",0.448463719
"13156","YFR020W","CSS2","Cd",0.046440528
"13157","YFR021W","ATG18","Cd",2.788555751
"13158","YFR022W","ROG3","Cd",0.878188236
"13159","YFR023W","PES4","Cd",-0.559627132
"13160","YFR024C","YFR024C","Cd",-0.609526972
"13161","YFR024C-A","LSB3","Cd",-0.484581056
"13162","YFR025C","HIS2","Cd",-0.114458428
"13163","YFR026C","ULI1","Cd",-0.843334214
"13164","YFR027W","ECO1","Cd",0.609197978
"13165","YFR028C","CDC14","Cd",0.171323625
"13166","YFR029W","PTR3","Cd",0.337924215
"13167","YFR030W","MET10","Cd",-0.447959767
"13168","YFR031C","SMC2","Cd",0.036224232
"13169","YFR031C-A","RPL2A","Cd",-0.665601115
"13170","YFR032C","RRT5","Cd",0.471217957
"13171","YFR032C-A","RPL29","Cd",-0.601519818
"13172","YFR032C-B","YFR032C-B","Cd",-0.170411132
"13173","YFR033C","QCR6","Cd",0.004319847
"13174","YFR034C","PHO4","Cd",-2.157354723
"13175","YFR034W-A","YFR034W-A","Cd",-1.126202014
"13176","YFR035C","YFR035C","Cd",-0.251426976
"13177","YFR037C","RSC8","Cd",-1.249241867
"13178","YFR038W","IRC5","Cd",-0.316550057
"13179","YFR039C","OSW7","Cd",-0.158445309
"13180","YFR040W","SAP155","Cd",0.290068777
"13181","YFR041C","ERJ5","Cd",-0.06636312
"13182","YFR042W","KEG1","Cd",-0.162882117
"13183","YFR043C","IRC6","Cd",-0.044083304
"13184","YFR044C","DUG1","Cd",0.15662935
"13185","YFR045W","YFR045W","Cd",-0.085697686
"13186","YFR046C","CNN1","Cd",0.50281926
"13187","YFR047C","BNA6","Cd",-0.708812208
"13188","YFR048W","RMD8","Cd",0.768574227
"13189","YFR049W","YMR31","Cd",0.223828814
"13190","YFR050C","PRE4","Cd",1.860744252
"13191","YFR051C","RET2","Cd",-0.109342276
"13192","YFR052W","RPN12","Cd",0.507944102
"13193","YFR053C","HXK1","Cd",-1.091642694
"13194","YFR054C","YFR054C","Cd",-0.338325907
"13195","YFR055W","IRC7","Cd",1.314997771
"13196","YFR056C","YFR056C","Cd",-0.083256968
"13197","YFR057W","YFR057W","Cd",-0.002177186
"13198","YGL001C","ERG26","Cd",0.132554448
"13199","YGL002W","ERP6","Cd",-0.202440241
"13200","YGL003C","CDH1","Cd",-0.173204409
"13201","YGL004C","RPN14","Cd",0.002278515
"13202","YGL005C","COG7","Cd",0.331839946
"13203","YGL006W","PMC1","Cd",0.046179141
"13204","YGL007C-A","YGL007C-A","Cd",0.008908445
"13205","YGL007W","BRP1","Cd",4.535804393
"13206","YGL010W","MPO1","Cd",0.569531248
"13207","YGL011C","SCL1","Cd",1.20953979
"13208","YGL012W","ERG4","Cd",0.687823309
"13209","YGL013C","PDR1","Cd",-1.311296817
"13210","YGL014W","PUF4","Cd",-5.270896562
"13211","YGL015C","YGL015C","Cd",0.521827324
"13212","YGL016W","KAP122","Cd",-0.341014622
"13213","YGL017W","ATE1","Cd",0.121933097
"13214","YGL018C","JAC1","Cd",-0.89298182
"13215","YGL019W","CKB1","Cd",0.742674057
"13216","YGL020C","GET1","Cd",0.814758243
"13217","YGL021W","ALK1","Cd",0.184200517
"13218","YGL023C","PIB2","Cd",-4.215596813
"13219","YGL025C","PGD1","Cd",0.631000304
"13220","YGL026C","TRP5","Cd",-1.352878519
